,종목코드,종목명,시장구분,업종명,시가총액
1434,043710,서울리거,KOSDAQ,유통,37734505065.0
1435,092190,서울바이오시스,KOSDAQ,IT부품,634512639800.0
1436,046890,서울반도체,KOSDAQ,반도체,1101972060000.0
1437,063170,서울옥션,KOSDAQ,유통,261375375000.0
1438,027040,서울전자통신,KOSDAQ,유통,63325850770.0
1439,018680,서울제약,KOSDAQ,제약,74930557170.0
1440,093920,서원인텍,KOSDAQ,IT부품,150288000000.0
1441,189860,서전기전,KOSDAQ,일반전기전자,45050833100.0
1442,178320,서진시스템,KOSDAQ,통신장비,813624936700.0
1443,122690,서진오토모티브,KOSDAQ,운송장비·부품,55692551100.0
1444,140070,서플러스글로벌,KOSDAQ,유통,218968960000.0
1445,011370,서한,KOSDAQ,건설,179088385375.0
1446,065710,서호전기,KOSDAQ,일반전기전자,109695000000.0
1447,035890,서희건설,KOSDAQ,건설,434337983730.0
1448,357550,석경에이티,KOSDAQ,화학,118373500000.0
1449,003100,선광,KOSDAQ,운송,204600000000.0
1450,123420,선데이토즈,KOSDAQ,디지털컨텐츠,222977318600.0
1451,171090,선익시스템,KOSDAQ,반도체,146238543750.0
1452,086710,선진뷰티사이언스,KOSDAQ,화학,125982390000.0
1453,014620,성광벤드,KOSDAQ,금속,244530000000.0
1454,037350,성도이엔지,KOSDAQ,기타서비스,102256700000.0
1455,081580,성우전자,KOSDAQ,IT부품,50789168325.0
1456,045300,성우테크론,KOSDAQ,반도체,52953539260.0
1457,015750,성우하이텍,KOSDAQ,운송장비·부품,515200000000.0
1458,080470,성창오토텍,KOSDAQ,운송장비·부품,71102000000.0
1459,043260,성호전자,KOSDAQ,IT부품,103339418040.0
1460,148150,세경하이테크,KOSDAQ,일반전기전자,234004200000.0
1461,053060,세동,KOSDAQ,운송장비·부품,29125878850.0
1462,017510,세명전기,KOSDAQ,금속,70512750000.0
1463,214310,세미콘라이트,KOSDAQ,반도체,50181910380.0
1464,011560,세보엠이씨,KOSDAQ,건설,73815300000.0
1465,100700,세운메디칼,KOSDAQ,제약,213963000000.0
1466,234100,세원,KOSDAQ,운송장비·부품,184100461050.0
1467,024830,세원물산,KOSDAQ,운송장비·부품,52438000000.0
1468,258830,세종메디칼,KOSDAQ,의료·정밀기기,73538489850.0
1469,036630,세종텔레콤,KOSDAQ,통신서비스,492267423320.0
1470,039310,세중,KOSDAQ,기타서비스,48566067560.0
1471,067770,세진티에스,KOSDAQ,IT부품,44669874760.0
1472,053450,세코닉스,KOSDAQ,의료·정밀기기,93069669280.0
1473,234340,세틀뱅크,KOSDAQ,소프트웨어,300976500000.0
1474,252500,세화피앤씨,KOSDAQ,화학,84424803650.0
1475,347000,센코,KOSDAQ,일반전기전자,178937103600.0
1476,051980,센트럴바이오,KOSDAQ,화학,151507929210.0
1477,331920,셀레믹스,KOSDAQ,제약,170218608000.0
1478,049180,셀루메드,KOSDAQ,제약,244066159080.0
1479,299660,셀리드,KOSDAQ,기타서비스,791821267200.0
1480,268600,셀리버리,KOSDAQ,기타서비스,2144498034000.0
1481,108860,셀바스AI,KOSDAQ,소프트웨어,81717276225.0
1482,208370,셀바스헬스케어,KOSDAQ,의료·정밀기기,61572801760.0
1483,068760,셀트리온제약,KOSDAQ,제약,5146091569800.0
1484,091990,셀트리온헬스케어,KOSDAQ,유통,19467503290200.0
1485,290690,소룩스,KOSDAQ,일반전기전자,164311175700.0
1486,053110,소리바다,KOSDAQ,디지털컨텐츠,26677886220.0
1487,950200,소마젠(Reg.S),KOSDAQ,기타서비스,240837123100.0
1488,032680,소프트센,KOSDAQ,유통,69047295930.0
1489,032685,소프트센우,KOSDAQ,유통,3778567650.0
1490,258790,소프트캠프,KOSDAQ,출판·매체복제,95966530560.0
1491,066910,손오공,KOSDAQ,유통,104222623875.0
1492,043100,솔고바이오,KOSDAQ,의료·정밀기기,22641609536.0
1493,154040,솔루에타,KOSDAQ,IT부품,55879528530.0
1494,035610,솔본,KOSDAQ,기타서비스,267443850660.0
1495,357780,솔브레인,KOSDAQ,화학,2378685482800.0
1496,036830,솔브레인홀딩스,KOSDAQ,화학,898309799600.0
1497,304100,솔트룩스,KOSDAQ,소프트웨어,161827142750.0
1498,086980,쇼박스,KOSDAQ,오락·문화,306114000000.0
1499,050960,수산아이앤티,KOSDAQ,출판·매체복제,284892200000.0
1500,084180,수성,KOSDAQ,기계·장비,46151815335.0
1501,253840,수젠텍,KOSDAQ,의료·정밀기기,292898598900.0
1502,058530,슈펙스비앤피,KOSDAQ,유통,21187053360.0
1503,236200,슈프리마,KOSDAQ,일반전기전자,196736016550.0
1504,317770,슈프리마아이디,KOSDAQ,일반전기전자,54576360000.0
1505,094840,슈프리마에이치큐,KOSDAQ,컴퓨터서비스,130898000000.0
1506,192440,슈피겐코리아,KOSDAQ,IT부품,388522687500.0
1507,099440,스맥,KOSDAQ,기계·장비,54707604020.0
1508,033790,스카이문스테크놀로지,KOSDAQ,통신장비,14190075900.0
1509,131100,스카이이앤엠,KOSDAQ,유통,74306169000.0
1510,159910,스킨앤스킨,KOSDAQ,반도체,68488344954.0
1511,158310,스타모빌리티,KOSDAQ,기계·장비,6096179210.0
1512,115570,스타플렉스,KOSDAQ,화학,45367145880.0
1513,253450,스튜디오드래곤,KOSDAQ,오락·문화,3165458397500.0
1514,204630,스튜디오산타클로스,KOSDAQ,오락·문화,87183410800.0
1515,013810,스페코,KOSDAQ,기계·장비,138787300900.0
1516,039670,스포츠서울,KOSDAQ,출판·매체복제,67793710720.0
1517,049830,승일,KOSDAQ,금속,151463166400.0
1518,020710,시공테크,KOSDAQ,기타서비스,162188077300.0
1519,033170,시그네틱스,KOSDAQ,반도체,117876438625.0
1520,048870,시너지이노베이션,KOSDAQ,의료·정밀기기,217206421005.0
1521,025320,시노펙스,KOSDAQ,IT부품,284548891830.0
1522,269620,시스웍,KOSDAQ,의료·정밀기기,149828720275.0
1523,131090,시큐브,KOSDAQ,소프트웨어,62400000000.0
1524,139050,시티랩스,KOSDAQ,컴퓨터서비스,88304706520.0
1525,290520,신도기연,KOSDAQ,기계·장비,138250952000.0
1526,001000,신라섬유,KOSDAQ,유통,68462662800.0
1527,025870,신라에스지,KOSDAQ,유통,82200000000.0
1528,215600,신라젠,KOSDAQ,기타서비스,866567212500.0
1529,065350,신성델타테크,KOSDAQ,일반전기전자,273465282600.0
1530,002800,신신제약,KOSDAQ,제약,121819115000.0
1531,323280,신영스팩5호,KOSDAQ,금융,7448125000.0
1532,344050,신영스팩6호,KOSDAQ,금융,8975925000.0
1533,017000,신원종합개발,KOSDAQ,건설,91638351930.0
1534,012790,신일제약,KOSDAQ,제약,162984900000.0
1535,138070,신진에스엠,KOSDAQ,금속,71687742170.0
1536,226330,신테카바이오,KOSDAQ,출판·매체복제,201060240000.0
1537,333050,신한제6호스팩,KOSDAQ,금융,10445850000.0
1538,366330,신한제7호스팩,KOSDAQ,금융,9464000000.0
1539,056700,신화인터텍,KOSDAQ,IT부품,101098765770.0
1540,187270,신화콘텍,KOSDAQ,IT부품,35604895950.0
1541,243840,신흥에스이씨,KOSDAQ,IT부품,343083291300.0
1542,108320,실리콘웍스,KOSDAQ,반도체,1471919150000.0
1543,222800,심텍,KOSDAQ,반도체,708754681750.0
1544,036710,심텍홀딩스,KOSDAQ,IT부품,112638113830.0
1545,160980,싸이맥스,KOSDAQ,반도체,263274256300.0
1546,356890,싸이버원,KOSDAQ,소프트웨어,81910649500.0
1547,217330,싸이토젠,KOSDAQ,기타서비스,335214908000.0
1548,010280,쌍용정보통신,KOSDAQ,컴퓨터서비스,61505331680.0
1549,208640,썸에이지,KOSDAQ,출판·매체복제,485015160440.0
1550,222420,쎄노텍,KOSDAQ,비금속,89552730250.0
1551,037760,쎄니트,KOSDAQ,금속,65297537530.0
1552,136510,쎄미시스코,KOSDAQ,기계·장비,34784479430.0
1553,099320,쎄트렉아이,KOSDAQ,통신장비,415030607700.0
1554,049960,쎌바이오텍,KOSDAQ,제약,187060000000.0
1555,050890,쏠리드,KOSDAQ,통신장비,385126591500.0
1556,066790,씨씨에스,KOSDAQ,방송서비스,47355837282.0
1557,222080,씨아이에스,KOSDAQ,기계·장비,756015539400.0
1558,264660,씨앤지하이테크,KOSDAQ,반도체,121038912000.0
1559,352700,씨앤투스성진,KOSDAQ,섬유·의류,229897213000.0
1560,297090,씨에스베어링,KOSDAQ,기계·장비,309446920000.0
1561,115530,씨엔플러스,KOSDAQ,IT부품,57020957000.0
1562,225330,씨엠에스에듀,KOSDAQ,기타서비스,125038353880.0
1563,115480,씨유메디칼,KOSDAQ,의료·정밀기기,51917105625.0
1564,189330,씨이랩,KOSDAQ,소프트웨어,130424962500.0
1565,096530,씨젠,KOSDAQ,제약,4438796184000.0
1566,900120,씨케이에이치,KOSDAQ,금융,38199942122.0
1567,101240,씨큐브,KOSDAQ,화학,82626199600.0
1568,060590,씨티씨바이오,KOSDAQ,제약,157844445000.0
1569,260930,씨티케이코스메틱스,KOSDAQ,화학,106282585500.0
1570,013990,아가방컴퍼니,KOSDAQ,유통,127110326640.0
1571,123860,아나패스,KOSDAQ,반도체,284087778000.0
1572,025980,아난티,KOSDAQ,숙박·음식,641396266110.0
1573,050320,아래스,KOSDAQ,컴퓨터서비스,45205142400.0
1574,058220,아리온,KOSDAQ,통신장비,10717917100.0
1575,125210,아모그린텍,KOSDAQ,IT부품,237553776000.0
1576,052710,아모텍,KOSDAQ,IT부품,310814651400.0
1577,074430,아미노로직스,KOSDAQ,유통,217810573120.0
1578,092040,아미코젠,KOSDAQ,음식료·담배,752326366500.0
1579,083930,아바코,KOSDAQ,기계·장비,198825094200.0
1580,149950,아바텍,KOSDAQ,IT부품,266888250000.0
1581,036010,아비코전자,KOSDAQ,일반전기전자,105014178600.0
1582,050860,아세아텍,KOSDAQ,기계·장비,63875000000.0
1583,246720,아스타,KOSDAQ,제약,56830526235.0
1584,067390,아스트,KOSDAQ,운송장비·부품,159984231960.0
1585,127710,아시아경제,KOSDAQ,디지털컨텐츠,63134116650.0
1586,154030,아시아종묘,KOSDAQ,"농업, 임업 및 어업",64569411520.0
1587,227610,아우딘퓨쳐스,KOSDAQ,화학,46600000000.0
1588,143160,아이디스,KOSDAQ,통신장비,300594739500.0
1589,054800,아이디스홀딩스,KOSDAQ,기타서비스,136590379200.0
1590,332370,아이디피,KOSDAQ,정보기기,55285068790.0
1591,339950,아이비김영,KOSDAQ,기타서비스,80937077775.0
1592,099190,아이센스,KOSDAQ,의료·정밀기기,346865259500.0
1593,289010,아이스크림에듀,KOSDAQ,출판·매체복제,108958393390.0
1594,214430,아이쓰리시스템,KOSDAQ,일반전기전자,151018650000.0
1595,040910,아이씨디,KOSDAQ,반도체,297749314500.0
1596,068940,아이씨케이,KOSDAQ,정보기기,138718888000.0
1597,052860,아이앤씨,KOSDAQ,반도체,79977124080.0
1598,069920,아이에스이커머스,KOSDAQ,유통,98914966460.0
1599,038880,아이에이,KOSDAQ,반도체,426358184625.0
1600,123010,아이에이네트웍스,KOSDAQ,반도체,104131526100.0
1601,307180,아이엘사이언스,KOSDAQ,일반전기전자,72367098430.0
1602,101390,아이엠,KOSDAQ,IT부품,73392615900.0
1603,090740,아이엠이연이,KOSDAQ,IT부품,87023673100.0
1604,226350,아이엠텍,KOSDAQ,통신장비,25849675250.0
1605,078860,아이오케이,KOSDAQ,오락·문화,111237071300.0
1606,114810,아이원스,KOSDAQ,IT부품,223152772500.0
1607,031310,아이즈비전,KOSDAQ,통신장비,81701933320.0
1608,185490,아이진,KOSDAQ,기타서비스,242569410300.0
1609,059100,아이컴포넌트,KOSDAQ,IT부품,43273663200.0
1610,262840,아이퀘스트,KOSDAQ,소프트웨어,149872000000.0
1611,175250,아이큐어,KOSDAQ,제약,400163096100.0
1612,052460,아이크래프트,KOSDAQ,컴퓨터서비스,141696979200.0
1613,119830,아이텍,KOSDAQ,반도체,129983731020.0
1614,052770,아이톡시,KOSDAQ,디지털컨텐츠,34542772260.0
1615,124500,아이티센,KOSDAQ,컴퓨터서비스,128601371180.0
1616,084850,아이티엠반도체,KOSDAQ,반도체,1041552125700.0
1617,027360,아주IB투자,KOSDAQ,금융,997484915250.0
1618,032080,아즈텍WB,KOSDAQ,섬유·의류,60497246635.0
1619,013310,아진산업,KOSDAQ,운송장비·부품,148047110330.0
1620,059120,아진엑스텍,KOSDAQ,반도체,69897433320.0
1621,158430,아톤,KOSDAQ,소프트웨어,102962096050.0
1622,067160,아프리카TV,KOSDAQ,소프트웨어,939122463900.0
1623,001540,안국약품,KOSDAQ,제약,178029033000.0
1624,053800,안랩,KOSDAQ,소프트웨어,720997560000.0
1625,065660,안트로젠,KOSDAQ,유통,441945752400.0
1626,297570,알로이스,KOSDAQ,통신장비,121132603860.0
1627,260660,알리코제약,KOSDAQ,제약,126179593750.0
1628,131370,알서포트,KOSDAQ,디지털컨텐츠,494318530240.0
1629,140670,알에스오토메이션,KOSDAQ,IT부품,85569516000.0
1630,096610,알에프세미,KOSDAQ,반도체,53550243360.0
1631,061040,알에프텍,KOSDAQ,통신장비,229176349740.0
1632,148250,알엔투테크놀로지,KOSDAQ,정보기기,132087157300.0
1633,347860,알체라,KOSDAQ,소프트웨어,456544315100.0
1634,196170,알테오젠,KOSDAQ,기타서비스,2499378100000.0
1635,123750,알톤스포츠,KOSDAQ,운송장비·부품,81193911890.0
1636,085810,알티캐스트,KOSDAQ,소프트웨어,75445486245.0
1637,117670,알파홀딩스,KOSDAQ,반도체,98413661720.0
1638,291650,압타머사이언스,KOSDAQ,기타서비스,185831465700.0
1639,293780,압타바이오,KOSDAQ,기타서비스,680137782900.0
1640,196300,애니젠,KOSDAQ,제약,74815358500.0
1641,310200,애니플러스,KOSDAQ,오락·문화,53832096905.0
1642,205500,액션스퀘어,KOSDAQ,디지털컨텐츠,96305062850.0
1643,052790,액토즈소프트,KOSDAQ,디지털컨텐츠,107980980140.0
1644,131400,액트,KOSDAQ,IT부품,120635807150.0
1645,290740,액트로,KOSDAQ,IT부품,100650110000.0
1646,238090,앤디포스,KOSDAQ,비금속,239953508100.0
1647,092600,앤씨앤,KOSDAQ,반도체,97929562500.0
1648,129890,앱코,KOSDAQ,정보기기,246093792800.0
1649,174900,앱클론,KOSDAQ,제약,475147945900.0
1650,255440,야스,KOSDAQ,IT부품,191952600000.0
1651,030960,양지사,KOSDAQ,출판·매체복제,194157000000.0
1652,102120,어보브반도체,KOSDAQ,반도체,232213384900.0
1653,238120,얼라인드,KOSDAQ,의료·정밀기기,60750835600.0
1654,019990,에너토크,KOSDAQ,기계·장비,102438924000.0
1655,041440,에버다임,KOSDAQ,기계·장비,107495664000.0
1656,038680,에스넷,KOSDAQ,컴퓨터서비스,123618403350.0
1657,217480,에스디생명공학,KOSDAQ,화학,108937220760.0
1658,121890,에스디시스템,KOSDAQ,정보기기,7101198800.0
1659,097780,에스맥,KOSDAQ,IT부품,385189762950.0
1660,042110,에스씨디,KOSDAQ,일반전기전자,79743780600.0
1661,298060,에스씨엠생명과학,KOSDAQ,제약,407338621200.0
1662,065420,에스아이리소스,KOSDAQ,광업,42391307925.0
1663,103230,에스앤더블류,KOSDAQ,기계·장비,18036000000.0
1664,900080,에스앤씨엔진그룹,KOSDAQ,금융,24380639821.0
1665,101490,에스앤에스텍,KOSDAQ,반도체,732566915050.0
1666,095910,에스에너지,KOSDAQ,IT부품,88609954320.0
1667,275630,에스에스알,KOSDAQ,소프트웨어,37952243200.0
1668,031330,에스에이엠티,KOSDAQ,유통,290485669635.0
1669,060540,에스에이티,KOSDAQ,통신장비,69383927430.0
1670,056190,에스에프에이,KOSDAQ,기계·장비,1492008978000.0
1671,080000,에스엔유,KOSDAQ,기계·장비,142954753550.0
1672,041510,에스엠,KOSDAQ,오락·문화,708265530200.0
1673,007820,에스엠코어,KOSDAQ,기계·장비,152658668520.0
1674,109610,에스와이,KOSDAQ,금속,173649948810.0
1675,306040,에스제이그룹,KOSDAQ,섬유·의류,242699368800.0
1676,080440,에스제이케이,KOSDAQ,유통,6636328080.0
1677,096630,에스코넥,KOSDAQ,IT부품,153374451400.0
1678,069510,에스텍,KOSDAQ,일반전기전자,121101000000.0
1679,041910,에스텍파마,KOSDAQ,제약,134450371900.0
1680,234300,에스트래픽,KOSDAQ,소프트웨어,185352824000.0
1681,039440,에스티아이,KOSDAQ,반도체,309476500000.0
1682,098660,에스티오,KOSDAQ,섬유·의류,36502849920.0
1683,052020,에스티큐브,KOSDAQ,IT부품,319518186350.0
1684,237690,에스티팜,KOSDAQ,제약,1751798400000.0
1685,050760,에스폴리텍,KOSDAQ,화학,89023995100.0
1686,288620,에스퓨얼셀,KOSDAQ,일반전기전자,230289586000.0
1687,317830,에스피시스템스,KOSDAQ,기계·장비,58649040000.0
1688,058610,에스피지,KOSDAQ,IT부품,199272856750.0
1689,043340,에쎈테크,KOSDAQ,기계·장비,90720000000.0
1690,054630,에이디칩스,KOSDAQ,기타제조,87200563345.0
1691,200710,에이디테크놀로지,KOSDAQ,반도체,339640774550.0
1692,096690,에이루트,KOSDAQ,정보기기,79430674800.0
1693,298380,에이비엘바이오,KOSDAQ,제약,1048513780000.0
1694,195990,에이비프로바이오,KOSDAQ,기계·장비,210480041808.0
1695,003800,에이스침대,KOSDAQ,기타제조,491841500000.0
1696,088800,에이스테크,KOSDAQ,통신장비,808919078000.0
1697,241840,에이스토리,KOSDAQ,오락·문화,430282206000.0
1698,138360,에이씨티,KOSDAQ,화학,155061688320.0
1699,039230,에이아이비트,KOSDAQ,반도체,19975625713.0
1700,312610,에이에프더블류,KOSDAQ,일반전기전자,198112364640.0
1701,102210,에이치디,KOSDAQ,운송장비·부품,25056777700.0
1702,072990,에이치시티,KOSDAQ,기타서비스,100387017850.0
1703,176440,에이치엔티,KOSDAQ,IT부품,164619542400.0
1704,028300,에이치엘비,KOSDAQ,운송장비·부품,3792062202500.0
1705,067630,에이치엘비생명과학,KOSDAQ,기타서비스,1035989966000.0
1706,047920,에이치엘비제약,KOSDAQ,기타서비스,357725136000.0
1707,043220,에이치엘비파워,KOSDAQ,기계·장비,97037876505.0
1708,239610,에이치엘사이언스,KOSDAQ,음식료·담배,232669762250.0
1709,353070,에이치엠씨제4호스팩,KOSDAQ,금융,9309600000.0
1710,353060,에이치엠씨제5호스팩,KOSDAQ,금융,10460175000.0
1711,044780,에이치케이,KOSDAQ,기계·장비,37566747610.0
1712,071670,에이테크솔루션,KOSDAQ,기계·장비,160000000000.0
1713,045660,에이텍,KOSDAQ,정보기기,333704000000.0
1714,224110,에이텍티앤,KOSDAQ,정보기기,229887000000.0
1715,230980,에이트원,KOSDAQ,출판·매체복제,151216009300.0
1716,021080,에이티넘인베스트,KOSDAQ,금융,314400000000.0
1717,089530,에이티세미콘,KOSDAQ,반도체,47776297020.0
1718,200470,에이팩트,KOSDAQ,반도체,119365024000.0
1719,073070,에이팸,KOSDAQ,운송장비·부품,58427546375.0
1720,262260,에이프로,KOSDAQ,일반전기전자,295178855400.0
1721,109960,에이프로젠 H&G,KOSDAQ,유통,130268813193.0
1722,089970,에이피티씨,KOSDAQ,기계·장비,619748848500.0
1723,230240,에치에프알,KOSDAQ,일반전기전자,294354157000.0
1724,064510,에코마이스터,KOSDAQ,기계·장비,39903953960.0
1725,230360,에코마케팅,KOSDAQ,기타서비스,842655042900.0
1726,038870,에코바이오,KOSDAQ,기타서비스,99738438460.0
1727,128540,에코캡,KOSDAQ,운송장비·부품,59691080000.0
1728,086520,에코프로,KOSDAQ,IT부품,1402727128500.0
1729,247540,에코프로비엠,KOSDAQ,일반전기전자,3498148105800.0
1730,038110,에코플라스틱,KOSDAQ,운송장비·부품,78034884800.0
1731,073540,에프알텍,KOSDAQ,통신장비,56772000000.0
1732,064850,에프앤가이드,KOSDAQ,기타서비스,137712000000.0
1733,064090,에프앤리퍼블릭,KOSDAQ,유통,29012041080.0
1734,036810,에프에스티,KOSDAQ,반도체,624419844300.0
1735,173940,에프엔씨엔터,KOSDAQ,오락·문화,85901982400.0
1736,083500,에프엔에스테크,KOSDAQ,기계·장비,103144380600.0
1737,054940,엑사이엔씨,KOSDAQ,건설,54902221940.0
1738,950130,엑세스바이오,KOSDAQ,제약,606469300900.0
1739,205100,엑셈,KOSDAQ,소프트웨어,170089010460.0
1740,070300,엑스큐어,KOSDAQ,소프트웨어,35430815940.0
1741,092870,엑시콘,KOSDAQ,반도체,164949462000.0
1742,317870,엔바이오니아,KOSDAQ,기타제조,79799772000.0
1743,067570,엔브이에이치코리아,KOSDAQ,운송장비·부품,163694247640.0
1744,236810,엔비티,KOSDAQ,기타서비스,241899820500.0
1745,333620,엔시스,KOSDAQ,일반전기전자,291273668000.0
1746,101400,엔시트론,KOSDAQ,반도체,29324685372.0
1747,217820,엔에스,KOSDAQ,기계·장비,115194046800.0
1748,031860,엔에스엔,KOSDAQ,유통,86374273600.0
1749,310840,엔에이치스팩13호,KOSDAQ,금융,7233300000.0
1750,353190,엔에이치스팩16호,KOSDAQ,금융,12865350000.0
1751,359090,엔에이치스팩17호,KOSDAQ,금융,14756050000.0
1752,365590,엔에이치스팩18호,KOSDAQ,금융,9706000000.0
1753,265740,엔에프씨,KOSDAQ,화학,155413320000.0
1754,354200,엔젠바이오,KOSDAQ,기타서비스,208348767200.0
1755,208860,엔지스테크널러지,KOSDAQ,소프트웨어,25233717915.0
1756,183490,엔지켐생명과학,KOSDAQ,제약,1071592552000.0
1757,182400,엔케이맥스,KOSDAQ,제약,613317885600.0
1758,069410,엔텔스,KOSDAQ,소프트웨어,81958592000.0
1759,227950,엔투텍,KOSDAQ,기계·장비,134524817010.0
1760,198080,엔피디,KOSDAQ,IT부품,83987221500.0
1761,048830,엔피케이,KOSDAQ,화학,37635085230.0
1762,096870,엘디티,KOSDAQ,반도체,30653856000.0
1763,061970,엘비세미콘,KOSDAQ,반도체,634876584000.0
1764,138690,엘아이에스,KOSDAQ,반도체,87022657790.0
1765,290650,엘앤씨바이오,KOSDAQ,제약,716472012000.0
1766,066970,엘앤에프,KOSDAQ,IT부품,2496199008100.0
1767,156100,엘앤케이바이오,KOSDAQ,의료·정밀기기,541066817200.0
1768,073110,엘엠에스,KOSDAQ,IT부품,97408517250.0
1769,083310,엘오티베큠,KOSDAQ,반도체,307062414000.0
1770,297890,엘이티,KOSDAQ,기계·장비,158185262500.0
1771,037950,엘컴텍,KOSDAQ,IT부품,119493239385.0
1772,170920,엘티씨,KOSDAQ,반도체,106657527900.0
1773,058630,엠게임,KOSDAQ,디지털컨텐츠,180780862250.0
1774,019590,엠벤처투자,KOSDAQ,금융,84725607800.0
1775,169330,엠브레인,KOSDAQ,기타서비스,79819285100.0
1776,097520,엠씨넥스,KOSDAQ,IT부품,1002141340200.0
1777,179290,엠아이텍,KOSDAQ,의료·정밀기기,138141345640.0
1778,009780,엠에스씨,KOSDAQ,음식료·담배,91520000000.0
1779,123040,엠에스오토텍,KOSDAQ,운송장비·부품,246563148400.0
1780,323230,엠에프엠코리아,KOSDAQ,섬유·의류,42070239680.0
1781,032790,엠젠플러스,KOSDAQ,정보기기,97341827375.0
1782,033160,엠케이전자,KOSDAQ,반도체,254059576850.0
1783,347890,엠투아이,KOSDAQ,정보기기,176381142000.0
1784,033310,엠투엔,KOSDAQ,금속,410511651500.0
1785,259630,엠플러스,KOSDAQ,기계·장비,153362764200.0
1786,115960,연우,KOSDAQ,화학,378758900000.0
1787,060850,영림원소프트랩,KOSDAQ,소프트웨어,113834000000.0
1788,007530,영신금속,KOSDAQ,금속,53320982040.0
1789,143540,영우디에스피,KOSDAQ,반도체,93814251580.0
1790,036560,영풍정밀,KOSDAQ,기계·장비,140332500000.0
1791,265560,영화테크,KOSDAQ,운송장비·부품,109039836000.0
1792,036000,예림당,KOSDAQ,출판·매체복제,69793859310.0
1793,250930,예선테크,KOSDAQ,화학,87286163800.0
1794,053280,예스24,KOSDAQ,인터넷,329380000000.0
1795,122640,예스티,KOSDAQ,반도체,247725590700.0
1796,900300,오가닉티코스메틱,KOSDAQ,금융,39677212960.0
1797,045060,오공,KOSDAQ,화학,85218129220.0
1798,080520,오디텍,KOSDAQ,반도체,92915677190.0
1799,039830,오로라,KOSDAQ,기타서비스,117315501000.0
1800,322310,오로스테크놀로지,KOSDAQ,기계·장비,414740096100.0
1801,046120,오르비텍,KOSDAQ,기타서비스,207691702290.0
1802,014940,오리엔탈정공,KOSDAQ,기계·장비,180015960950.0
1803,065500,오리엔트정공,KOSDAQ,운송장비·부품,146518202500.0
1804,010470,오리콤,KOSDAQ,기타서비스,70478047500.0
1805,053980,오상자이엘,KOSDAQ,컴퓨터서비스,126897356300.0
1806,052420,오성첨단소재,KOSDAQ,IT부품,284003131230.0
1807,241790,오션브릿지,KOSDAQ,반도체,171045041400.0
1808,039200,오스코텍,KOSDAQ,제약,1214543275400.0
1809,226400,오스테오닉,KOSDAQ,의료·정밀기기,64681171680.0
1810,031510,오스템,KOSDAQ,운송장비·부품,104300000000.0
1811,048260,오스템임플란트,KOSDAQ,의료·정밀기기,1300000247000.0
1812,138080,오이솔루션,KOSDAQ,통신장비,479677889250.0
1813,080580,오킨스전자,KOSDAQ,반도체,524191185700.0
1814,067170,오텍,KOSDAQ,운송장비·부품,212404149000.0
1815,173130,오파스넷,KOSDAQ,소프트웨어,58827732800.0
1816,049480,오픈베이스,KOSDAQ,컴퓨터서비스,95838268150.0
1817,309930,오하임아이엔티,KOSDAQ,금융,89160824865.0
1818,244460,올리패스,KOSDAQ,제약,160405672260.0
1819,226950,올릭스,KOSDAQ,기타서비스,535494030000.0
1820,057540,옴니시스템,KOSDAQ,의료·정밀기기,105672282625.0
1821,082210,옵트론텍,KOSDAQ,IT부품,216634951650.0
1822,109080,옵티시스,KOSDAQ,통신장비,53542000000.0
1823,153710,옵티팜,KOSDAQ,제약,162113929600.0
1824,321820,와이더플래닛,KOSDAQ,출판·매체복제,174332442800.0
1825,122990,와이솔,KOSDAQ,반도체,366430233000.0
1826,232140,와이아이케이,KOSDAQ,반도체,562736448320.0
1827,067900,와이엔텍,KOSDAQ,기타서비스,306664254150.0
1828,155650,와이엠씨,KOSDAQ,IT부품,182565632120.0
1829,251370,와이엠티,KOSDAQ,화학,318541031400.0
1830,066430,와이오엠,KOSDAQ,유통,47250093280.0
1831,193250,와이제이엠게임즈,KOSDAQ,IT부품,129411891650.0
1832,273060,와이즈버즈,KOSDAQ,기타서비스,87259703620.0
1833,019210,와이지-원,KOSDAQ,금속,265380748920.0
1834,122870,와이지엔터테인먼트,KOSDAQ,오락·문화,835472574150.0
1835,332570,와이팜,KOSDAQ,IT부품,389984238000.0
1836,079000,와토스코리아,KOSDAQ,화학,59688000000.0
1837,114630,우노앤컴퍼니,KOSDAQ,화학,83615624400.0
1838,032820,우리기술,KOSDAQ,일반전기전자,180032213420.0
1839,041190,우리기술투자,KOSDAQ,금융,1045800000000.0
1840,115440,우리넷,KOSDAQ,통신장비,81592909920.0
1841,046970,우리로,KOSDAQ,유통,53792275450.0
1842,082850,우리바이오,KOSDAQ,일반전기전자,194045232960.0
1843,215360,우리산업,KOSDAQ,운송장비·부품,263006294400.0
1844,072470,우리산업홀딩스,KOSDAQ,운송장비·부품,107468970290.0
1845,073560,우리손에프앤지,KOSDAQ,음식료·담배,164785590340.0
1846,153490,우리이앤엘,KOSDAQ,반도체,70359000000.0
1847,037400,우리조명,KOSDAQ,일반전기전자,72153086670.0
1848,101170,우림기계,KOSDAQ,기계·장비,60885000000.0
1849,066590,우수AMS,KOSDAQ,운송장비·부품,213708600000.0
1850,103840,우양,KOSDAQ,음식료·담배,92391840000.0
1851,046940,우원개발,KOSDAQ,건설,124532271500.0
1852,215380,우정바이오,KOSDAQ,기타서비스,88641147580.0
