,종목코드,종목명,시장구분,업종명,시가총액
1011,073570,WI,KOSDAQ,반도체,110925368700.0
1012,052300,W홀딩컴퍼니,KOSDAQ,운송,97962040728.0
1013,057030,YBM넷,KOSDAQ,기타서비스,131317210850.0
1014,040300,YTN,KOSDAQ,방송서비스,173040000000.0
1015,051390,YW,KOSDAQ,유통,54732873760.0
1016,052220,iMBC,KOSDAQ,디지털컨텐츠,95910000000.0
1017,079940,가비아,KOSDAQ,인터넷,215894159800.0
1018,078890,가온미디어,KOSDAQ,통신장비,198438590250.0
1019,192410,감마누,KOSDAQ,통신장비,129330871470.0
1020,217730,강스템바이오텍,KOSDAQ,제약,174075095280.0
1021,114190,강원,KOSDAQ,금속,45387277500.0
1022,094480,갤럭시아머니트리,KOSDAQ,소프트웨어,315407897520.0
1023,063080,게임빌,KOSDAQ,디지털컨텐츠,319537052400.0
1024,044480,경남바이오파마,KOSDAQ,화학,57263608070.0
1025,039240,경남스틸,KOSDAQ,금속,97500000000.0
1026,053950,경남제약,KOSDAQ,제약,123144523020.0
1027,223310,경남제약헬스케어,KOSDAQ,소프트웨어,37836250520.0
1028,011040,경동제약,KOSDAQ,제약,315379851500.0
1029,024910,경창산업,KOSDAQ,운송장비·부품,114083530925.0
1030,198440,고려시멘트,KOSDAQ,비금속,129199038400.0
1031,049720,고려신용정보,KOSDAQ,기타서비스,105820000000.0
1032,014570,고려제약,KOSDAQ,제약,128700000000.0
1033,348150,고바이오랩,KOSDAQ,기타서비스,516584059200.0
1034,098460,고영,KOSDAQ,기계·장비,1668310546500.0
1035,035290,골드앤에스,KOSDAQ,출판·매체복제,47272202550.0
1036,038530,골드퍼시픽,KOSDAQ,유통,94403589750.0
1037,900280,골든센츄리,KOSDAQ,금융,66846380000.0
1038,215000,골프존,KOSDAQ,소프트웨어,584241136500.0
1039,121440,골프존뉴딘홀딩스,KOSDAQ,유통,327701657700.0
1040,014200,광림,KOSDAQ,운송장비·부품,94730798860.0
1041,026910,광진실업,KOSDAQ,금속,31386484500.0
1042,090150,광진윈텍,KOSDAQ,운송장비·부품,42496929200.0
1043,355150,교보10호스팩,KOSDAQ,금융,11358200000.0
1044,331520,교보9호스팩,KOSDAQ,금융,8303200000.0
1045,053270,구영테크,KOSDAQ,운송장비·부품,112703122980.0
1046,066620,국보디자인,KOSDAQ,건설,189750000000.0
1047,043650,국순당,KOSDAQ,음식료·담배,150724085760.0
1048,006050,국영지앤엠,KOSDAQ,비금속,105383633860.0
1049,060480,국일신동,KOSDAQ,금속,51014000000.0
1050,078130,국일제지,KOSDAQ,종이·목재,834042163150.0
1051,307750,국전약품,KOSDAQ,제약,265526950910.0
1052,204020,그리티,KOSDAQ,섬유·의류,67493890500.0
1053,186230,그린플러스,KOSDAQ,금속,118655613700.0
1054,900070,글로벌에스엠,KOSDAQ,금융,70135878240.0
1055,204620,글로벌텍스프리,KOSDAQ,금융,160100029935.0
1056,019660,글로본,KOSDAQ,유통,163657773405.0
1057,053260,금강철강,KOSDAQ,금속,170726400000.0
1058,036190,금화피에스시,KOSDAQ,건설,183600000000.0
1059,049080,기가레인,KOSDAQ,반도체,140136540075.0
1060,035460,기산텔레콤,KOSDAQ,통신장비,44606660400.0
1061,308100,까스텔바작,KOSDAQ,유통,92023965000.0
1062,187790,나노,KOSDAQ,화학,41276568000.0
1063,286750,나노브릭,KOSDAQ,화학,89378018800.0
1064,151910,나노스,KOSDAQ,IT부품,1159277706600.0
1065,121600,나노신소재,KOSDAQ,화학,299413990800.0
1066,247660,나노씨엠에스,KOSDAQ,일반전기전자,75760560000.0
1067,039860,나노엔텍,KOSDAQ,의료·정밀기기,198292819800.0
1068,091970,나노캠텍,KOSDAQ,화학,64865781750.0
1069,051490,나라엠앤디,KOSDAQ,기계·장비,144130000000.0
1070,190510,나무가,KOSDAQ,IT부품,70085118000.0
1071,242040,나무기술,KOSDAQ,출판·매체복제,94609927200.0
1072,089600,나스미디어,KOSDAQ,기타서비스,347123498150.0
1073,293580,나우IB,KOSDAQ,금융,163530000000.0
1074,138610,나이벡,KOSDAQ,제약,360963584550.0
1075,130580,나이스디앤비,KOSDAQ,기타서비스,153846000000.0
1076,036800,나이스정보통신,KOSDAQ,통신서비스,295500000000.0
1077,267320,나인테크,KOSDAQ,IT부품,185360786570.0
1078,111710,남화산업,KOSDAQ,오락·문화,196615400000.0
1079,091590,남화토건,KOSDAQ,건설,124444000000.0
1080,168330,내츄럴엔도텍,KOSDAQ,기타서비스,61181194400.0
1081,094860,네오리진,KOSDAQ,소프트웨어,107297530200.0
1082,253590,네오셈,KOSDAQ,반도체,136399384440.0
1083,212560,네오오토,KOSDAQ,운송장비·부품,70795917370.0
1084,095660,네오위즈,KOSDAQ,디지털컨텐츠,534317685750.0
1085,042420,네오위즈홀딩스,KOSDAQ,디지털컨텐츠,359588759600.0
1086,950220,네오이뮨텍(Reg.S),KOSDAQ,기타서비스,1180704120000.0
1087,311390,네오크레마,KOSDAQ,음식료·담배,60869078400.0
1088,085910,네오티스,KOSDAQ,운송장비·부품,53255613430.0
1089,092730,네오팜,KOSDAQ,화학,294644259900.0
1090,290660,네오펙트,KOSDAQ,의료·정밀기기,58609468000.0
1091,306620,네온테크,KOSDAQ,기계·장비,165945994120.0
1092,153460,네이블,KOSDAQ,소프트웨어,46428399540.0
1093,007390,네이처셀,KOSDAQ,제약,625325841000.0
1094,033640,네패스,KOSDAQ,반도체,977710164800.0
1095,330860,네패스아크,KOSDAQ,반도체,484670498200.0
1096,089140,넥스턴,KOSDAQ,비금속,240484356000.0
1097,065170,넥스트BT,KOSDAQ,유통,122664485490.0
1098,137940,넥스트아이,KOSDAQ,의료·정밀기기,101793348360.0
1099,348210,넥스틴,KOSDAQ,반도체,698128200000.0
1100,041140,넥슨지티,KOSDAQ,디지털컨텐츠,479308513100.0
1101,217270,넵튠,KOSDAQ,출판·매체복제,885674624900.0
1102,225570,넷게임즈,KOSDAQ,디지털컨텐츠,418339021500.0
1103,104620,노랑풍선,KOSDAQ,기타서비스,111992775000.0
1104,194700,노바렉스,KOSDAQ,음식료·담배,370053714000.0
1105,285490,노바텍,KOSDAQ,기타제조,387643056800.0
1106,278650,노터스,KOSDAQ,기타서비스,207627778000.0
1107,144510,녹십자랩셀,KOSDAQ,기타서비스,1086012156600.0
1108,031390,녹십자셀,KOSDAQ,제약,536415436800.0
1109,142280,녹십자엠에스,KOSDAQ,제약,225954928100.0
1110,234690,녹십자웰빙,KOSDAQ,제약,229004360400.0
1111,065560,녹원씨엔아이,KOSDAQ,출판·매체복제,99593806250.0
1112,054050,농우바이오,KOSDAQ,"농업, 임업 및 어업",201985068600.0
1113,040160,누리텔레콤,KOSDAQ,소프트웨어,92465953450.0
1114,069140,누리플랜,KOSDAQ,금속,55756532550.0
1115,126870,뉴로스,KOSDAQ,기계·장비,79475797330.0
1116,060260,뉴보텍,KOSDAQ,화학,51320806250.0
1117,012340,뉴인텍,KOSDAQ,IT부품,112216214970.0
1118,214870,뉴지랩,KOSDAQ,통신장비,339402954400.0
1119,270870,뉴트리,KOSDAQ,음식료·담배,313494905600.0
1120,144960,뉴파워프라즈마,KOSDAQ,기계·장비,286623613440.0
1121,900100,뉴프라이드,KOSDAQ,유통,89790577527.0
1122,085670,뉴프렉스,KOSDAQ,IT부품,39679767000.0
1123,119860,다나와,KOSDAQ,인터넷,433430349300.0
1124,064260,다날,KOSDAQ,디지털컨텐츠,558487224000.0
1125,093640,다믈멀티미디어,KOSDAQ,반도체,42904960140.0
1126,039560,다산네트웍스,KOSDAQ,통신장비,354409686800.0
1127,032190,다우데이타,KOSDAQ,유통,536200000000.0
1128,068240,다원시스,KOSDAQ,IT부품,525049495800.0
1129,020400,대동금속,KOSDAQ,금속,30562808900.0
1130,008830,대동기어,KOSDAQ,기계·장비,39949526400.0
1131,048470,대동스틸,KOSDAQ,금속,60800000000.0
1132,004780,대륙제관,KOSDAQ,금속,95260162010.0
1133,017650,대림제지,KOSDAQ,종이·목재,124200000000.0
1134,007720,대명소노시즌,KOSDAQ,유통,145152648000.0
1135,317850,대모,KOSDAQ,기계·장비,44119426000.0
1136,290670,대보마그네틱,KOSDAQ,기계·장비,241047625000.0
1137,078140,대봉엘에스,KOSDAQ,제약,119180724250.0
1138,036480,대성미생물,KOSDAQ,제약,79610000000.0
1139,025440,대성엘텍,KOSDAQ,일반전기전자,133720779475.0
1140,027830,대성창투,KOSDAQ,금융,218400000000.0
1141,104040,대성파인텍,KOSDAQ,운송장비·부품,87643586800.0
1142,332290,대신밸런스제7호스팩,KOSDAQ,금융,10982550000.0
1143,336570,대신밸런스제8호스팩,KOSDAQ,금융,11837100000.0
1144,369370,대신밸런스제9호스팩,KOSDAQ,금융,9009400000.0
1145,020180,대신정보통신,KOSDAQ,컴퓨터서비스,81277155225.0
1146,045390,대아티아이,KOSDAQ,일반전기전자,375680036160.0
1147,108380,대양전기공업,KOSDAQ,운송장비·부품,164079760950.0
1148,006580,대양제지,KOSDAQ,종이·목재,87531000000.0
1149,007680,대원,KOSDAQ,건설,121333310000.0
1150,048910,대원미디어,KOSDAQ,유통,439005215400.0
1151,005710,대원산업,KOSDAQ,운송장비·부품,166312080000.0
1152,290380,대유,KOSDAQ,화학,136471580000.0
1153,290120,대유에이피,KOSDAQ,운송장비·부품,77826126950.0
1154,120240,대정화금,KOSDAQ,화학,186231126900.0
1155,003310,대주산업,KOSDAQ,음식료·담배,83172022500.0
1156,078600,대주전자재료,KOSDAQ,IT부품,664746220800.0
1157,096350,대창솔루션,KOSDAQ,금속,78277762302.0
1158,140520,대창스틸,KOSDAQ,금속,62700000000.0
1159,131220,대한과학,KOSDAQ,유통,96535645500.0
1160,010170,대한광통신,KOSDAQ,일반전기전자,235235783750.0
1161,060900,대한그린파워,KOSDAQ,화학,387049763375.0
1162,054670,대한뉴팜,KOSDAQ,제약,160775104000.0
1163,023910,대한약품,KOSDAQ,제약,237600000000.0
1164,021040,대호특수강,KOSDAQ,금속,60683645580.0
1165,021045,대호특수강우,KOSDAQ,금속,6257637350.0
1166,067080,대화제약,KOSDAQ,제약,223399800000.0
1167,298540,더네이쳐홀딩스,KOSDAQ,유통,407250368000.0
1168,299170,더블유에스아이,KOSDAQ,유통,88883407520.0
1169,213420,덕산네오룩스,KOSDAQ,반도체,1082851541200.0
1170,317330,덕산테코피아,KOSDAQ,반도체,369386302800.0
1171,077360,덕산하이메탈,KOSDAQ,일반전기전자,298748288150.0
1172,090410,덕신하우징,KOSDAQ,금속,71891188200.0
1173,263600,덕우전자,KOSDAQ,일반전기전자,134929725700.0
1174,194480,데브시스터즈,KOSDAQ,디지털컨텐츠,1352526159300.0
1175,263800,데이타솔루션,KOSDAQ,정보기기,100955983000.0
1176,206560,덱스터,KOSDAQ,오락·문화,210896491520.0
1177,261200,덴티스,KOSDAQ,의료·정밀기기,147578906000.0
1178,067990,도이치모터스,KOSDAQ,유통,203450926000.0
1179,006620,동구바이오제약,KOSDAQ,제약,278102971840.0
1180,100130,동국S&C,KOSDAQ,금속,356000890000.0
1181,005160,동국산업,KOSDAQ,금속,204230474730.0
1182,075970,동국알앤에스,KOSDAQ,비금속,133216000000.0
1183,086450,동국제약,KOSDAQ,제약,1271556000000.0
1184,099410,동방선기,KOSDAQ,운송장비·부품,26404953900.0
1185,033500,동성화인텍,KOSDAQ,화학,364573789750.0
1186,025950,동신건설,KOSDAQ,건설,508200000000.0
1187,088130,동아엘텍,KOSDAQ,기계·장비,99698470300.0
1188,041930,동아화성,KOSDAQ,화학,189600000000.0
1189,060380,동양에스텍,KOSDAQ,금속,51023000000.0
1190,079960,동양이엔피,KOSDAQ,IT부품,145410000000.0
1191,228340,동양파일,KOSDAQ,비금속,139000000000.0
1192,088910,동우팜투테이블,KOSDAQ,음식료·담배,92219397480.0
1193,094170,동운아나텍,KOSDAQ,반도체,176167391400.0
1194,013120,동원개발,KOSDAQ,건설,522146575000.0
1195,109860,동일금속,KOSDAQ,금속,91700000000.0
1196,032960,동일기연,KOSDAQ,IT부품,48724518700.0
1197,023790,동일철강,KOSDAQ,금속,41573181100.0
1198,005290,동진쎄미켐,KOSDAQ,반도체,1683824678500.0
1199,025900,동화기업,KOSDAQ,종이·목재,1133286029700.0
1200,073190,듀오백,KOSDAQ,기타제조,48051680600.0
1201,030350,드래곤플라이,KOSDAQ,디지털컨텐츠,39945762655.0
1202,203650,드림시큐리티,KOSDAQ,출판·매체복제,284910395020.0
1203,223250,드림씨아이에스,KOSDAQ,기타서비스,103525445000.0
1204,060570,드림어스컴퍼니,KOSDAQ,디지털컨텐츠,356511240690.0
1205,217620,디딤,KOSDAQ,숙박·음식,73728461220.0
1206,187870,디바이스이엔지,KOSDAQ,반도체,287093647200.0
1207,066670,디스플레이텍,KOSDAQ,IT부품,98319488680.0
1208,110990,디아이티,KOSDAQ,IT부품,206010000000.0
1209,263690,디알젬,KOSDAQ,의료·정밀기기,152329454500.0
1210,214680,디알텍,KOSDAQ,의료·정밀기기,82592837085.0
1211,263720,디앤씨미디어,KOSDAQ,디지털컨텐츠,487321906700.0
1212,109740,디에스케이,KOSDAQ,기계·장비,129659840310.0
1213,033430,디에스티,KOSDAQ,기계·장비,27363736280.0
1214,131030,디에이치피코리아,KOSDAQ,제약,135168743520.0
1215,196490,디에이테크놀로지,KOSDAQ,기계·장비,147465969000.0
1216,066900,디에이피,KOSDAQ,IT부품,99052310565.0
1217,127120,디엔에이링크,KOSDAQ,기타서비스,79345469280.0
1218,092070,디엔에프,KOSDAQ,화학,241603038600.0
1219,134580,디엠티,KOSDAQ,통신장비,35550000000.0
1220,039840,디오,KOSDAQ,의료·정밀기기,624048800400.0
1221,104460,디와이피엔에프,KOSDAQ,기계·장비,314444893750.0
1222,079810,디이엔티,KOSDAQ,기계·장비,106120032260.0
1223,227100,디자인,KOSDAQ,일반전기전자,35075939300.0
1224,113810,디젠스,KOSDAQ,운송장비·부품,28777940982.0
1225,043360,디지아이,KOSDAQ,정보기기,29880000000.0
1226,197140,디지캡,KOSDAQ,출판·매체복제,62979245500.0
1227,106520,디지탈옵틱,KOSDAQ,의료·정밀기기,62951199040.0
1228,068930,디지털대성,KOSDAQ,기타서비스,240518180790.0
1229,033130,디지틀조선,KOSDAQ,디지털컨텐츠,142708201615.0
1230,105740,디케이락,KOSDAQ,기계·장비,108158873600.0
1231,263020,디케이앤디,KOSDAQ,화학,78796500300.0
1232,290550,디케이티,KOSDAQ,IT부품,163391960050.0
1233,187220,디티앤씨,KOSDAQ,기타서비스,80603835060.0
1234,131180,딜리,KOSDAQ,정보기기,53417000000.0
1235,317120,라닉스,KOSDAQ,일반전기전자,121862850000.0
1236,042510,라온시큐어,KOSDAQ,소프트웨어,177863039410.0
1237,300120,라온피플,KOSDAQ,IT부품,275558220000.0
1238,050120,라이브플렉스,KOSDAQ,유통,72025296660.0
1239,171120,라이온켐텍,KOSDAQ,화학,173443027680.0
1240,069540,라이트론,KOSDAQ,통신장비,125605134180.0
1241,347700,라이프시맨틱스,KOSDAQ,소프트웨어,138832221400.0
1242,214260,라파스,KOSDAQ,화학,249555113600.0
1243,171010,램테크놀러지,KOSDAQ,반도체,74516734560.0
1244,084650,랩지노믹스,KOSDAQ,기타서비스,251329629150.0
1245,217500,러셀,KOSDAQ,기계·장비,190553880000.0
1246,033600,럭슬,KOSDAQ,운송장비·부품,9456230437.0
1247,141080,레고켐바이오,KOSDAQ,기타서비스,1401130187800.0
1248,060300,레드로버,KOSDAQ,오락·문화,48765969930.0
1249,038390,레드캡투어,KOSDAQ,기타서비스,181238028000.0
1250,294140,레몬,KOSDAQ,화학,337070000000.0
1251,228670,레이,KOSDAQ,의료·정밀기기,368590991800.0
1252,228850,레이언스,KOSDAQ,의료·정밀기기,209876327100.0
1253,281740,레이크머티리얼즈,KOSDAQ,화학,257992400900.0
1254,277810,레인보우로보틱스,KOSDAQ,기계·장비,426115245900.0
1255,215100,로보로보,KOSDAQ,디지털컨텐츠,99315373320.0
1256,090360,로보스타,KOSDAQ,기계·장비,293475000000.0
1257,108490,로보티즈,KOSDAQ,소프트웨어,205893300000.0
1258,900260,로스웰,KOSDAQ,금융,44519312500.0
1259,067730,로지시스,KOSDAQ,컴퓨터서비스,94901174820.0
1260,071280,로체시스템즈,KOSDAQ,반도체,98204191260.0
1261,038060,루멘스,KOSDAQ,반도체,71914088155.0
1262,085370,루트로닉,KOSDAQ,의료·정밀기기,265041455750.0
1263,08537M,루트로닉3우C,KOSDAQ,의료·정밀기기,8015126250.0
1264,060240,룽투코리아,KOSDAQ,디지털컨텐츠,180293623560.0
1265,058470,리노공업,KOSDAQ,반도체,2450973096000.0
1266,039980,리노스,KOSDAQ,유통,52727306060.0
1267,019570,리더스 기술투자,KOSDAQ,금융,92172755779.0
1268,016100,리더스코스메틱,KOSDAQ,화학,69732476055.0
1269,012700,리드코프,KOSDAQ,유통,259172123000.0
1270,302550,리메드,KOSDAQ,의료·정밀기기,149178442000.0
1271,029480,릭스솔루션,KOSDAQ,통신장비,51304759744.0
1272,277070,린드먼아시아,KOSDAQ,금융,99900000000.0
1273,042500,링네트,KOSDAQ,컴퓨터서비스,108726696240.0
1274,219420,링크제니시스,KOSDAQ,소프트웨어,83000000000.0
1275,195500,마니커에프앤지,KOSDAQ,음식료·담배,75806720000.0
1276,222810,마이더스AI,KOSDAQ,소프트웨어,61466762752.0
1277,305090,마이크로디지탈,KOSDAQ,의료·정밀기기,142690440000.0
1278,098120,마이크로컨텍솔,KOSDAQ,반도체,50624744940.0
1279,147760,마이크로프랜드,KOSDAQ,의료·정밀기기,97703389980.0
1280,038290,마크로젠,KOSDAQ,기타서비스,367515666000.0
1281,267980,매일유업,KOSDAQ,음식료·담배,575723029200.0
1282,005990,매일홀딩스,KOSDAQ,음식료·담배,128403325440.0
1283,127160,매직마이크로,KOSDAQ,반도체,22816398912.0
1284,093520,매커스,KOSDAQ,유통,94069195440.0
1285,141070,맥스로텍,KOSDAQ,기계·장비,26670245050.0
1286,100590,머큐리,KOSDAQ,일반전기전자,152065080000.0
1287,067280,멀티캠퍼스,KOSDAQ,디지털컨텐츠,202399502850.0
1288,072870,메가스터디,KOSDAQ,출판·매체복제,150800131350.0
1289,215200,메가스터디교육,KOSDAQ,기타서비스,711907338000.0
1290,133750,메가엠디,KOSDAQ,기타서비스,98894900325.0
1291,235980,메드팩토,KOSDAQ,기타서비스,1766325401400.0
1292,041920,메디아나,KOSDAQ,의료·정밀기기,132785113600.0
1293,014100,메디앙스,KOSDAQ,화학,73160000000.0
1294,054180,메디콕스,KOSDAQ,운송장비·부품,65640414000.0
1295,086900,메디톡스,KOSDAQ,제약,1120771687500.0
1296,078160,메디포스트,KOSDAQ,제약,591203451900.0
1297,065650,메디프론,KOSDAQ,유통,147036580125.0
1298,021880,메이슨캐피탈,KOSDAQ,금융,74189937184.0
1299,140410,메지온,KOSDAQ,기타서비스,1351691312000.0
1300,241770,메카로,KOSDAQ,반도체,119206432000.0
1301,059210,메타바이오메드,KOSDAQ,제약,61803489090.0
1302,327260,메탈라이프,KOSDAQ,기타제조,103401905000.0
1303,058110,멕아이씨에스,KOSDAQ,의료·정밀기기,246375635500.0
1304,096640,멜파스,KOSDAQ,IT부품,71091780900.0
1305,257370,명성티엔에스,KOSDAQ,IT부품,59319850890.0
1306,080420,모다이노칩,KOSDAQ,IT부품,293375568960.0
1307,080160,모두투어,KOSDAQ,기타서비스,398790000000.0
1308,100030,모바일리더,KOSDAQ,소프트웨어,68465436900.0
1309,087260,모바일어플라이언스,KOSDAQ,소프트웨어,153385057350.0
1310,101330,모베이스,KOSDAQ,IT부품,134884598440.0
1311,012860,모베이스전자,KOSDAQ,운송장비·부품,183959998800.0
1312,348030,모비릭스,KOSDAQ,디지털컨텐츠,222365600000.0
1313,250060,모비스,KOSDAQ,소프트웨어,98444220840.0
1314,033200,모아텍,KOSDAQ,IT부품,137579376000.0
1315,118990,모트렉스,KOSDAQ,운송장비·부품,228936098930.0
1316,006920,모헨즈,KOSDAQ,비금속,62571600000.0
1317,001810,무림SP,KOSDAQ,종이·목재,83790437500.0
1318,279600,미디어젠,KOSDAQ,소프트웨어,54499801750.0
1319,028040,미래SCI,KOSDAQ,유통,764651534.0
1320,095500,미래나노텍,KOSDAQ,IT부품,117822389820.0
1321,218150,미래생명자원,KOSDAQ,음식료·담배,94103997120.0
1322,353490,미래에셋대우스팩 5호,KOSDAQ,금융,10727200000.0
1323,328380,미래에셋대우스팩3호,KOSDAQ,금융,13709430000.0
1324,333430,미래에셋대우스팩4호,KOSDAQ,금융,14838200000.0
1325,100790,미래에셋벤처투자,KOSDAQ,금융,482276100350.0
1326,049950,미래컴퍼니,KOSDAQ,기계·장비,273865521500.0
1327,213090,미래테크놀로지,KOSDAQ,소프트웨어,53250855600.0
1328,207760,미스터블루,KOSDAQ,디지털컨텐츠,248854431750.0
1329,059090,미코,KOSDAQ,반도체,476012365600.0
1330,214610,미코바이오메드,KOSDAQ,의료·정밀기기,189928263200.0
1331,201490,미투온,KOSDAQ,디지털컨텐츠,218804390000.0
1332,950190,미투젠,KOSDAQ,출판·매체복제,328239170000.0
1333,214180,민앤지,KOSDAQ,소프트웨어,226233310800.0
1334,206640,바디텍메드,KOSDAQ,제약,480300152000.0
1335,018700,바른손,KOSDAQ,오락·문화,101971345020.0
1336,035620,바른손이앤에이,KOSDAQ,오락·문화,119786259890.0
1337,064520,바른전자,KOSDAQ,반도체,74054909385.0
1338,053030,바이넥스,KOSDAQ,제약,760677099600.0
1339,301300,바이브컴퍼니,KOSDAQ,소프트웨어,171264897500.0
1340,064550,바이오니아,KOSDAQ,제약,441067266900.0
1341,314930,바이오다인,KOSDAQ,의료·정밀기기,336745580000.0
1342,208710,바이오로그디바이스,KOSDAQ,IT부품,89544468100.0
1343,142760,바이오리더스,KOSDAQ,기타서비스,143914134000.0
1344,086820,바이오솔루션,KOSDAQ,제약,228178213200.0
1345,038460,바이오스마트,KOSDAQ,정보기기,114098704000.0
1346,086040,바이오톡스텍,KOSDAQ,기타서비스,160876353000.0
1347,032980,바이온,KOSDAQ,유통,88841554665.0
1348,043150,바텍,KOSDAQ,의료·정밀기기,450083956800.0
1349,323990,박셀바이오,KOSDAQ,기타서비스,1600894400000.0
1350,267790,배럴,KOSDAQ,섬유·의류,71284920000.0
1351,046310,백금T&A,KOSDAQ,통신장비,54427794915.0
1352,036620,버추얼텍,KOSDAQ,유통,63513343516.0
1353,066410,버킷스튜디오,KOSDAQ,디지털컨텐츠,83451736350.0
1354,206400,베노홀딩스,KOSDAQ,소프트웨어,151933313800.0
1355,019010,베뉴지,KOSDAQ,유통,99051000000.0
1356,177350,베셀,KOSDAQ,반도체,68385368480.0
1357,299910,베스파,KOSDAQ,디지털컨텐츠,221567835600.0
1358,225530,보광산업,KOSDAQ,비금속,251463990840.0
1359,250000,보라티알,KOSDAQ,유통,110036947900.0
1360,006910,보성파워텍,KOSDAQ,금속,157800227075.0
1361,226340,본느,KOSDAQ,화학,101462164780.0
1362,014470,부방,KOSDAQ,금융,233603291400.0
1363,008470,부스타,KOSDAQ,금속,59169792000.0
1364,338220,뷰노,KOSDAQ,소프트웨어,257265135300.0
1365,100120,뷰웍스,KOSDAQ,의료·정밀기기,361067326500.0
1366,337930,브랜드엑스코퍼레이션,KOSDAQ,인터넷,222083577200.0
1367,064480,브리지텍,KOSDAQ,컴퓨터서비스,59045350000.0
1368,288330,브릿지바이오테라퓨틱스,KOSDAQ,제약,271726012600.0
1369,251630,브이원텍,KOSDAQ,기계·장비,161041206000.0
1370,018290,브이티지엠피,KOSDAQ,일반전기전자,280791262620.0
1371,263920,블러썸엠앤씨,KOSDAQ,기타제조,62509048460.0
1372,033560,블루콤,KOSDAQ,IT부품,126435448530.0
1373,126340,비나텍,KOSDAQ,IT부품,202178625000.0
1374,121800,비덴트,KOSDAQ,통신장비,666837553000.0
1375,148140,비디아이,KOSDAQ,기계·장비,149790096750.0
1376,082800,비보존 헬스케어,KOSDAQ,반도체,239655877500.0
1377,318410,비비씨,KOSDAQ,기타제조,109962420750.0
1378,200780,비씨월드제약,KOSDAQ,제약,149392051200.0
1379,141000,비아트론,KOSDAQ,반도체,145376520000.0
1380,090460,비에이치,KOSDAQ,IT부품,604783749600.0
1381,083650,비에이치아이,KOSDAQ,기계·장비,111020000000.0
1382,086670,비엠티,KOSDAQ,기계·장비,103868244750.0
1383,335890,비올,KOSDAQ,의료·정밀기기,122070200000.0
1384,138580,비즈니스온,KOSDAQ,소프트웨어,265071052000.0
1385,082920,비츠로셀,KOSDAQ,IT부품,318779449600.0
1386,054220,비츠로시스,KOSDAQ,일반전기전자,127850669540.0
1387,042370,비츠로테크,KOSDAQ,금융,242526720510.0
1388,032850,비트컴퓨터,KOSDAQ,소프트웨어,163074504330.0
1389,238200,비피도,KOSDAQ,음식료·담배,49284500000.0
1390,093190,빅솔론,KOSDAQ,정보기기,99849916950.0
1391,065450,빅텍,KOSDAQ,의료·정밀기기,214322944000.0
1392,072950,빛샘전자,KOSDAQ,반도체,45983739420.0
1393,143240,사람인에이치알,KOSDAQ,인터넷,390002347350.0
1394,100090,삼강엠앤티,KOSDAQ,금속,749650632600.0
1395,122350,삼기,KOSDAQ,운송장비·부품,159108626200.0
1396,014970,삼륭물산,KOSDAQ,종이·목재,125235000000.0
1397,018310,삼목에스폼,KOSDAQ,금속,205065000000.0
1398,053700,삼보모터스,KOSDAQ,운송장비·부품,124033774920.0
1399,009620,삼보산업,KOSDAQ,금속,46853462580.0
1400,023600,삼보판지,KOSDAQ,종이·목재,247401000000.0
1401,111870,삼본전자,KOSDAQ,일반전기전자,115343580875.0
1402,291230,삼성스팩2호,KOSDAQ,금융,16459000000.0
1403,009300,삼아제약,KOSDAQ,제약,98735000000.0
1404,225190,삼양옵틱스,KOSDAQ,의료·정밀기기,99816803000.0
1405,054540,삼영엠텍,KOSDAQ,금속,70460000000.0
1406,065570,삼영이엔씨,KOSDAQ,통신장비,80044000680.0
1407,032280,삼일,KOSDAQ,운송,39885431400.0
1408,002290,삼일기업공사,KOSDAQ,건설,74152000000.0
1409,037460,삼지전자,KOSDAQ,통신장비,223563751400.0
1410,032750,삼진,KOSDAQ,일반전기전자,73200000000.0
1411,054090,삼진엘앤디,KOSDAQ,IT부품,95593858560.0
1412,000250,삼천당제약,KOSDAQ,제약,1238581430400.0
1413,024950,삼천리자전거,KOSDAQ,유통,192466866500.0
1414,038500,삼표시멘트,KOSDAQ,비금속,623745175130.0
1415,017480,삼현철강,KOSDAQ,금속,88721328500.0
1416,046390,삼화네트웍스,KOSDAQ,오락·문화,197516168475.0
1417,027580,상보,KOSDAQ,화학,84506989985.0
1418,038540,상상인,KOSDAQ,컴퓨터서비스,376785811530.0
1419,307870,상상인이안1호스팩,KOSDAQ,금융,10141250000.0
1420,329560,상상인이안제2호스팩,KOSDAQ,금융,7969500000.0
1421,101000,상상인인더스트리,KOSDAQ,기계·장비,71518680000.0
1422,091580,상신이디피,KOSDAQ,IT부품,183331857500.0
1423,263810,상신전자,KOSDAQ,일반전기전자,72932956160.0
1424,089980,상아프론테크,KOSDAQ,화학,808252921000.0
1425,042940,상지카일룸,KOSDAQ,건설,93248068705.0
1426,042600,새로닉스,KOSDAQ,IT부품,157158211100.0
1427,263540,샘코,KOSDAQ,운송장비·부품,60278610145.0
1428,294630,서남,KOSDAQ,일반전기전자,73240618000.0
1429,038070,서린바이오,KOSDAQ,유통,113609599200.0
1430,006730,서부T&D,KOSDAQ,숙박·음식,486635516280.0
1431,079650,서산,KOSDAQ,비금속,61000000000.0
1432,100660,서암기계공업,KOSDAQ,기계·장비,77490000000.0
1433,019770,서연탑메탈,KOSDAQ,기계·장비,150285000000.0
